Cno ,  Csize , CEdge , CDensity , Cluster Info
C819,3,2,0.75,"[GPRC5C, TACR1, NDUFS6]"
C820,3,2,0.75,"[PRXL2A, TACR1, TMEM164]"
C821,3,2,0.75,"[MFSD5, TACR1, YIPF3]"
C822,3,2,0.75,"[LMBRD2, TACR1, ADIPOR1]"
C823,3,2,0.75,"[PKP4, TACR1, ARVCF]"
C824,3,2,0.75,"[HACD2, TACR1, PKP2]"
C825,3,2,0.75,"[TAC1, TACR1, ATP12A]"
C826,3,2,0.75,"[TRAPPC2L, GLB1, PLAUR]"
C827,3,2,0.75,"[TRAPPC5, GLB1, H2AFX]"
C828,3,2,0.75,"[YPEL5, GLB1, MEPCE]"
C829,3,2,0.75,"[TRAPPC2, GLB1, FBXO6]"
C830,3,2,0.75,"[CTSA, GLB1, CTNNBIP1]"
C831,3,2,0.75,"[RORC, GLB1, TRAPPC10]"
C832,3,2,0.75,"[FZR1, GLB1, MAP11]"
C833,3,2,0.75,"[DNAJB4, GLB1, TRAPPC3]"
C834,3,2,0.75,"[SFXN5, GLB1, KLHDC9]"
C835,3,2,0.75,"[TRAPPC1, GLB1, TRAPPC4]"
C836,3,2,0.75,"[TRAPPC6B, GLB1, KHK]"
C837,3,2,0.75,"[TRAPPC9, GLB1, RHOC]"
C838,3,2,0.75,"[NEU1, GLB1, ATP6AP2]"
C839,3,2,0.75,"[SSTR5, CNR1, HTR2A]"
C840,3,2,0.75,"[GNAI1, CNR1, ADORA2A]"
C841,3,2,0.75,"[KNG1, PLG, F3]"
C842,3,2,0.75,"[F10, PLG, C7]"
C843,3,2,0.75,"[HMGB1, OCRL, BOLA2]"
C844,3,2,0.75,"[LAMA1, PLG, LAMA5]"
C845,3,2,0.75,"[MARVELD2, PLG, APOH]"
C846,3,2,0.75,"[SPARC, PLG, ARHGAP20]"
C847,3,2,0.75,"[ENO1, CFTR, RYK]"
C848,3,2,0.75,"[IGFBP3, TF, CANX]"
C849,3,2,0.75,"[GTF2H1, TXNRD2, NCOA6]"
C850,3,2,0.75,"[CYP2S1, TXNRD2, PPP1R3C]"
C851,3,2,0.75,"[PNPLA2, TXNRD2, FOXR2]"
C852,3,2,0.75,"[NCOR1, TXNRD2, NDUFA13]"
C853,3,2,0.75,"[HLA-A, CD1B, QSOX2]"
C854,3,2,0.75,"[GHITM, CD1B, GAS6]"
C855,3,2,0.75,"[CHPT1, CD1B, AMIGO1]"
C856,3,2,0.75,"[TOR1B, CD1B, ATP2B3]"
C857,3,2,0.75,"[ULBP3, CD1B, NRSN2]"
C858,3,2,0.75,"[ITPRIP, CD1B, GALNT12]"
C859,3,2,0.75,"[ADAMTS2, CD1B, ADAM9]"
C860,3,2,0.75,"[PODXL2, CD1B, ECEL1]"
C861,3,2,0.75,"[TNFSF9, CD1B, DHFR2]"
C862,3,2,0.75,"[BTN2A2, CD1B, LRP11]"
C863,3,2,0.75,"[ASPHD2, CD1B, ITFG1]"
C864,3,2,0.75,"[PCYOX1L, CD1B, FKRP]"
C865,3,2,0.75,"[TGM2, CFTR, PLEKHA6]"
C866,3,2,0.75,"[EGF, LOX, IQCB1]"
C867,3,2,0.75,"[DPT, LOX, MAD2L2]"
C868,3,2,0.75,"[VCAN, FBN1, MFAP2]"
C869,3,2,0.75,"[SPHKAP, SPHK1, RPS6KC1]"
C870,3,2,0.75,"[CTSB, SPHK1, PPM1G]"
C871,3,2,0.75,"[DHPS, SPHK1, DCXR]"
C872,3,2,0.75,"[IGF2, TF, TFR2]"
C873,3,2,0.75,"[GAST, TF, CCDC82]"
C874,3,2,0.75,"[EDIL3, TF, MATN3]"
C875,3,2,0.75,"[UTP3, TF, SYT17]"
C876,3,2,0.75,"[STPG2, TF, GLRA2]"
C877,3,2,0.75,"[SLC38A6, TF, SH2D4A]"
C878,3,2,0.75,"[ZBTB16, IL6, SORT1]"
C879,3,2,0.75,"[IL6ST, IL6, IL6R]"
C880,3,2,0.75,"[TUBA3D, BCHE, SMR3B]"
C881,3,2,0.75,"[NOP10, BCHE, ENTPD5]"
C882,3,2,0.75,"[SCGB1D1, BCHE, NAF1]"
C883,3,2,0.75,"[SCGB1D4, BCHE, DEFA1]"
C884,3,2,0.75,"[ACTN3, BCHE, DKC1]"
C885,3,2,0.75,"[WASL, BCHE, SHTN1]"
C886,3,2,0.75,"[MANEAL, BCHE, ENAH]"
C887,3,2,0.75,"[PALLD, BCHE, ASPH]"
C888,3,2,0.75,"[UBE2G1, DIO2, WSB1]"
C889,3,2,0.75,"[USO1, FGB, KIAA1143]"
C890,3,2,0.75,"[UBA1, FGB, SCRN1]"
C891,3,2,0.75,"[TCEA1, FGB, CAB39]"
C892,3,2,0.75,"[GCA, FGB, DDAH1]"
C893,3,2,0.75,"[PAPOLA, FGB, GLS]"
C894,3,2,0.75,"[ADSL, FGB, PUS7]"
C895,3,2,0.75,"[GNAQ, FGB, HDGFL2]"
C896,3,2,0.75,"[GTF2F1, FGB, LSM1]"
C897,3,2,0.75,"[RPRD1A, FGB, RSL1D1]"
C898,3,2,0.75,"[SYAP1, FGB, NME2]"
C899,3,2,0.75,"[EIF3J, FGB, CTNNBL1]"
C900,3,2,0.75,"[BLVRB, FGB, HSP90AA4P]"
C901,3,2,0.75,"[EEF1A2, FGB, PIR]"
C902,3,2,0.75,"[TBC1D24, FGB, VRK1]"
C903,3,2,0.75,"[UBLCP1, FGB, EIF2A]"
C904,3,2,0.75,"[DENR, FGB, GNL1]"
C905,3,2,0.75,"[RPRD1B, FGB, SNX3]"
C906,3,2,0.75,"[UBE2T, FGB, SBDS]"
C907,3,2,0.75,"[SNX6, FGB, PMVK]"
C908,3,2,0.75,"[DIS3, FGB, ADK]"
C909,3,2,0.75,"[KIF2A, FGB, LZIC]"
C910,3,2,0.75,"[ITPA, FGB, SLK]"
C911,3,2,0.75,"[PYM1, FGB, GPKOW]"
C912,3,2,0.75,"[LETM1, FGB, NAA50]"
C913,3,2,0.75,"[ETF1, FGB, ARMT1]"
C914,3,2,0.75,"[PBK, FGB, ARHGAP1]"
C915,3,2,0.75,"[HMGCS1, FGB, PNPO]"
C916,3,2,0.75,"[CTH, FGB, NME2P1]"
C917,3,2,0.75,"[PCDH7, ABCG2, BAG6]"
C918,3,2,0.75,"[SYNPO, ABCG2, PIM1]"
C919,3,2,0.75,"[FCER1G, GP6, LYN]"
C920,3,2,0.75,"[F8, F2, SERPINA5]"
C921,3,2,0.75,"[GP1BA, F2, F2R]"
C922,3,2,0.75,"[SERPINB6, F2, CPB2]"
C923,3,2,0.75,"[F5, F2, SERPINC1]"
C924,3,2,0.75,"[SERPIND1, F2, THBD]"
C925,3,2,0.75,"[PIKFYVE, LCAT, A2M]"
C926,3,2,0.75,"[COPS8, DDIT3, MCMBP]"
C927,3,2,0.75,"[TNFSF12, DDIT3, VPS37C]"
C928,3,2,0.75,"[EMSY, DDIT3, GABBR2]"
C929,3,2,0.75,"[MAFG, DDIT3, FOSL1]"
C930,3,2,0.75,"[G3BP1, DDIT3, MAPK14]"
C931,3,2,0.75,"[JUND, DDIT3, NFE2L2]"
C932,3,2,0.75,"[ATF7, DDIT3, EP300]"
C933,3,2,0.75,"[RTL6, DDIT3, SPOP]"
C934,3,2,0.75,"[FOSL2, DDIT3, ATF2]"
C935,3,2,0.75,"[JUNB, DDIT3, BACH1]"
C936,3,2,0.75,"[DBP, DDIT3, HLF]"
C937,3,2,0.75,"[CREB3, DDIT3, NFIL3]"
C938,3,2,0.75,"[CEBPE, DDIT3, BATF3]"
C939,3,2,0.75,"[RPS3A, DDIT3, ATF4]"
C940,3,2,0.75,"[BATF, DDIT3, CEBPG]"
C941,3,2,0.75,"[JUN, DDIT3, CEBPA]"
C942,3,2,0.75,"[ATF3, DDIT3, CEBPB]"
C943,3,2,0.75,"[FOS, DDIT3, CUL3]"
C944,3,2,0.75,"[AAMDC, OCRL, CTSG]"
C945,3,2,0.75,"[PCBP3, OCRL, SF3B5]"
C946,3,2,0.75,"[SNX33, OCRL, S100A9]"
C947,3,2,0.75,"[HIST1H2BH, OCRL, APPL1]"
C948,3,2,0.75,"[RAB31, OCRL, EIF3C]"
C949,3,2,0.75,"[HERC2, OCRL, VIM]"
C950,3,2,0.75,"[GTSE1, OCRL, IL1R2]"
C951,3,2,0.75,"[INPP5B, OCRL, C16orf70]"
C952,3,2,0.75,"[RAB6B, OCRL, RAB1B]"
C953,3,2,0.75,"[PHETA2, OCRL, RAB8A]"
C954,3,2,0.75,"[RAB6A, OCRL, RAB1A]"
C955,3,2,0.75,"[ZNF550, FBLN5, TKTL2]"
C956,3,2,0.75,"[DNAJC10, FBLN5, ZNF331]"
C957,3,2,0.75,"[NAGK, PIGA, HAVCR2]"
C958,3,2,0.75,"[HS3ST2, PIGA, LTF]"
C959,3,2,0.75,"[CD79B, PIGA, ZNRF4]"
C960,3,2,0.75,"[THBS2, PIGA, CD83]"
C961,3,2,0.75,"[CCDC107, PIGA, DPEP1]"
C962,3,2,0.75,"[KCNS3, PIGA, VWCE]"
C963,3,2,0.75,"[TRAF1, PIGA, EVA1C]"
C964,3,2,0.75,"[IL17RB, PIGQ, IL17RC]"
C965,3,2,0.75,"[GDPD5, PIGQ, DPEP1]"
C966,3,2,0.75,"[TMCO3, PIGQ, TNFSF13B]"
C967,3,2,0.75,"[USH1C, SLC4A7, ATP2B2]"
C968,3,2,0.75,"[LAMP1, SLC4A7, SEC61B]"
C969,3,2,0.75,"[KRAS, SLC4A7, NRAS]"
C970,3,2,0.75,"[GPR156, SLC4A7, EPB42]"
C971,3,2,0.75,"[IZUMO1, SLC4A7, SLC4A8]"
C972,3,2,0.75,"[GDE1, SLC4A7, RASD2]"
C973,3,2,0.75,"[EGFL8, SLC4A7, LGALS9C]"
C974,3,2,0.75,"[FOXD4, SLC4A7, VSIG4]"
C975,3,2,0.75,"[ICMT, PCCA, LAMP3]"
C976,3,2,0.75,"[TTC1, PCCA, RARS2]"
C977,3,2,0.75,"[GOLGA2, NOS3, GCDH]"
C978,3,2,0.75,"[GUCY1B1, NOS3, AKT1]"
C979,3,2,0.75,"[NOSTRIN, NOS3, HBA1]"
C980,3,2,0.75,"[HRG, FGA, FAM20C]"
C981,3,2,0.75,"[ABCA6, APOA1, ROBO3]"
C982,3,2,0.75,"[VCAM1, APOA1, SAFB2]"
C983,3,2,0.75,"[CD40LG, APOA1, KIAA0754]"
C984,3,2,0.75,"[DNTT, APOA1, CTSL]"
C985,3,2,0.75,"[APOC3, APOA1, C1QC]"
C986,3,2,0.75,"[MOCOS, APOA1, TEX101]"
C987,3,2,0.75,"[PDE4B, APOA1, SPEF2]"
C988,3,2,0.75,"[TXNDC2, APOA1, SERTAD3]"
C989,3,2,0.75,"[FAM169A, APOA1, TNS3]"
C990,3,2,0.75,"[FAM83C, APOA1, PTPN5]"
C991,3,2,0.75,"[CNMD, APOA1, QDPR]"
C992,3,2,0.75,"[NLRP1, APOA1, SETX]"
C993,3,2,0.75,"[KRT16, APOA1, SMPDL3A]"
C994,3,2,0.75,"[KRT9, APOA1, RRP1B]"
C995,3,2,0.75,"[NDRG1, APOA1, MAP7D1]"
C996,3,2,0.75,"[APOL1, APOA1, CMTM5]"
C997,3,2,0.75,"[GPLD1, APOA1, SCARB1]"
C998,3,2,0.75,"[GOT1L1, APOA1, ZNF558]"
C999,3,2,0.75,"[APOA2, APOA1, APOC1]"
C1000,3,2,0.75,"[SH3BGRL, CAD, IKBKG]"
C1001,3,2,0.75,"[TRADD, CAD, BAD]"
C1002,3,2,0.75,"[ELK1, CAD, RIPK4]"
C1003,3,2,0.75,"[DUSP4, CAD, TAB2]"
C1004,3,2,0.75,"[ABI1, CAD, MAP2K3]"
C1005,3,2,0.75,"[MTMR11, CAD, RIPK3]"
C1006,3,2,0.75,"[CSK, CAD, MAP3K1]"
C1007,3,2,0.75,"[VAV1, CAD, SOCS1]"
C1008,3,2,0.75,"[SRC, CAD, TNFRSF1B]"
C1009,3,2,0.75,"[FGR, CAD, HSPA5]"
C1010,3,2,0.75,"[SMAD2, CAD, SHC1]"
C1011,3,2,0.75,"[MAP3K3, CAD, RIN3]"
C1012,3,2,0.75,"[RELB, CAD, RELA]"
C1013,3,2,0.75,"[NFKB2, CAD, SPRTN]"
C1014,3,2,0.75,"[YAP1, CAD, RC3H1]"
C1015,3,2,0.75,"[PPP5C, CAD, SUMO1]"
C1016,3,2,0.75,"[SUMO2, CAD, MEX3C]"
C1017,3,2,0.75,"[TUBA1A, CAD, WDR76]"
C1018,3,2,0.75,"[GRB10, CAD, UBR5]"
C1019,3,2,0.75,"[DNAJC7, CAD, MAP3K14]"
C1020,3,2,0.75,"[XRCC3, PC, EPHA7]"
C1021,3,2,0.75,"[TPSB2, PC, YBEY]"
C1022,3,2,0.75,"[PTPN9, PC, ME1]"
C1023,3,2,0.75,"[ANTXR1, PC, HSD3B2]"
C1024,3,2,0.75,"[ASS1, PC, BPNT1]"
C1025,3,2,0.75,"[CBWD1, PC, DYNLL1]"
C1026,3,2,0.75,"[ARRB1, ACACA, PSMB7]"
C1027,3,2,0.75,"[RIOK2, ACACA, NDUFA4]"
C1028,3,2,0.75,"[PPP4R3A, ACACA, PHKG2]"
C1029,3,2,0.75,"[C15orf48, ACACA, STK3]"
C1030,3,2,0.75,"[EPB41L1, ACACA, DCAF6]"
C1031,3,2,0.75,"[PRKAR1A, ACACA, EEF2K]"
C1032,3,2,0.75,"[SH3GL3, ACACA, ODAPH]"
C1033,3,2,0.75,"[CHGB, ACACA, SGCZ]"
C1034,3,2,0.75,"[AKR1B10, ACACA, PRKAA2]"
C1035,3,2,0.75,"[FNDC11, ACACA, SIRT1]"
C1036,3,2,0.75,"[OAS2, ACACA, STK4]"
C1037,3,2,0.75,"[COPB1, CFTR, TIAM1]"
C1038,3,2,0.75,"[GRK2, ACACA, EGLN3]"
C1039,3,2,0.75,"[RPS6KA1, ACACA, BRCA1]"
C1040,3,2,0.75,"[TRNT1, PYGL, H2AFZ]"
C1041,3,2,0.75,"[FKBP5, PYGL, PSMD9]"
C1042,3,2,0.75,"[RAD23A, PYGL, MC1R]"
C1043,3,2,0.75,"[TBCE, PYGL, HK2]"
C1044,3,2,0.75,"[NTF3, PYGL, ZFP41]"
C1045,3,2,0.75,"[DCAF4L2, PYGL, OGFOD1]"
C1046,3,2,0.75,"[PSMD1, PTGS2, RBX1]"
C1047,3,2,0.75,"[COPS7A, PTGS2, LMAN2L]"
C1048,3,2,0.75,"[NUCB1, PTGS2, TP53]"
C1049,3,2,0.75,"[DCUN1D1, PCBD1, CUL4B]"
C1050,3,2,0.75,"[DVL2, PCBD1, CUL3]"
C1051,3,2,0.75,"[NIF3L1, PCBD1, NUDT18]"
C1052,3,2,0.75,"[TFF3, PCBD1, GORASP2]"
C1053,3,2,0.75,"[FXR2, PCBD1, APP]"
C1054,3,2,0.75,"[ACIN1, PCBD1, PCBD2]"
C1055,3,2,0.75,"[HNF1B, PCBD1, HNF1A]"
C1056,3,2,0.75,"[SPSB4, NOS2, CAV1]"
C1057,3,2,0.75,"[RAC2, NOS2, SPSB1]"
C1058,3,2,0.75,"[UCHL5, NOS2, SPSB2]"
C1059,3,2,0.75,"[BDKRB2, NOS1, PTPN6]"
C1060,3,2,0.75,"[RASD1, NOS1, SYN1]"
C1061,3,2,0.75,"[PRKD1, NOS1, ZDHHC23]"
C1062,3,2,0.75,"[VAC14, NOS1, NOS1AP]"
C1063,3,2,0.75,"[SPDL1, CA8, GGA2]"
C1064,3,2,0.75,"[CRX, CA8, PKP1]"
C1065,3,2,0.75,"[MAGED1, CA8, C3]"
C1066,3,2,0.75,"[ECM1, CA8, CST6]"
C1067,3,2,0.75,"[IGHG3, CA8, ITPR2]"
C1068,3,2,0.75,"[SERPINB2, CA8, FGG]"
C1069,3,2,0.75,"[KLK7, CA8, IGLL5]"
C1070,3,2,0.75,"[IGHG1, CA8, POF1B]"
C1071,3,2,0.75,"[ITPR1, CA8, TF]"
C1072,3,2,0.75,"[ALPP, PIGK, ESR1]"
C1073,3,2,0.75,"[GNRHR, GPAA1, PTGIR]"
C1074,3,2,0.75,"[PIN1, GPAA1, LPAR1]"
C1075,3,2,0.75,"[KCNK16, GPAA1, GABRG2]"
C1076,3,2,0.75,"[PTP4A2, GPAA1, MOXD1]"
C1077,3,2,0.75,"[TREH, GPAA1, YIPF3]"
C1078,3,2,0.75,"[TCTN3, GPAA1, ZACN]"
C1079,3,2,0.75,"[POGLUT1, PIGT, ESR1]"
C1080,3,2,0.75,"[BORA, PIGT, FBXO6]"
C1081,3,2,0.75,"[EGFL7, PIGT, GID4]"
C1082,3,2,0.75,"[HOXC9, PIGT, ZMYND19]"
C1083,3,2,0.75,"[RMND5B, PIGT, RMND5A]"
C1084,3,2,0.75,"[RANBP10, PIGT, ARMC8]"
C1085,3,2,0.75,"[MAEA, PIGT, WDR26]"
C1086,3,2,0.75,"[TNIP1, PIGT, GID8]"
C1087,3,2,0.75,"[RANBP9, PIGT, CEP85L]"
C1088,3,2,0.75,"[N4BP2L2, PIGT, ANKRD40]"
C1089,3,2,0.75,"[FAM136A, PIGT, ZNF609]"
C1090,3,2,0.75,"[SQOR, CFTR, CAPN1]"
C1091,3,2,0.75,"[TRIP12, CFTR, GNA11]"
C1092,3,2,0.75,"[MUC13, CFTR, SORL1]"
C1093,3,2,0.75,"[ADCY8, CFTR, REPS1]"
C1094,3,2,0.75,"[THEM6, CFTR, LGALS4]"
C1095,3,2,0.75,"[MS4A5, CFTR, KCNJ1]"
C1096,3,2,0.75,"[IL1RAPL1, CFTR, EPS8]"
C1097,3,2,0.75,"[SEC61A2, CFTR, B3GNT9]"
C1098,3,2,0.75,"[HSPA1L, CFTR, CEP170]"
C1099,3,2,0.75,"[TJP3, CFTR, CLCA1]"
C1100,3,2,0.75,"[SH3BGRL2, CFTR, PSAP]"
C1101,3,2,0.75,"[HSPH1, CFTR, TNPO3]"
C1102,3,2,0.75,"[ATP2A1, CFTR, ERLIN1]"
C1103,3,2,0.75,"[RANBP1, CFTR, BCAP31]"
C1104,3,2,0.75,"[PSMB4, CFTR, A2M]"
C1105,3,2,0.75,"[HSPA4, CFTR, CLCN3]"
C1106,3,2,0.75,"[SLC26A9, CFTR, KCNN4]"
C1107,3,2,0.75,"[KRT8, CFTR, HNRNPL]"
C1108,3,2,0.75,"[FBL, CFTR, MVP]"
C1109,3,2,0.75,"[GPRC5A, CFTR, ARL1]"
C1110,3,2,0.75,"[BSG, CFTR, PPP1R12A]"
C1111,3,2,0.75,"[TPM1, CFTR, MYO1B]"
C1112,3,2,0.75,"[RASEF, CFTR, LIMCH1]"
C1113,3,2,0.75,"[EPPK1, CFTR, NONO]"
C1114,3,2,0.75,"[EHD1, CFTR, DARS]"
C1115,3,2,0.75,"[MYH14, CFTR, GANAB]"
C1116,3,2,0.75,"[SPTAN1, CFTR, RPL34]"
C1117,3,2,0.75,"[HSPE1, CFTR, MYO1D]"
C1118,3,2,0.75,"[CYSRT1, CFTR, TPM4]"
C1119,3,2,0.75,"[PPA1, CFTR, MEST]"
C1120,3,2,0.75,"[RPS29, CFTR, SERPINE1]"
C1121,3,2,0.75,"[GNB2, CFTR, C1orf35]"
C1122,3,2,0.75,"[SPECC1L, CFTR, ARPC1B]"
C1123,3,2,0.75,"[MYL9, CFTR, MYO1C]"
C1124,3,2,0.75,"[RPS13, CFTR, GDI1]"
C1125,3,2,0.75,"[ACTR2, CFTR, GNB1]"
C1126,3,2,0.75,"[HNRNPH1, CFTR, SLC25A10]"
C1127,3,2,0.75,"[ARPC2, CFTR, TECR]"
C1128,3,2,0.75,"[CBR1, CFTR, ACSL3]"
C1129,3,2,0.75,"[EIF6, CFTR, RRBP1]"
C1130,3,2,0.75,"[SLC25A11, CFTR, MYH11]"
C1131,3,2,0.75,"[PLEC, CFTR, KLHL22]"
C1132,3,2,0.75,"[SFPQ, CFTR, TUBA1C]"
C1133,3,2,0.75,"[H1FX, CFTR, MYO18A]"
C1134,3,2,0.75,"[MYO1G, CFTR, MAT2A]"
C1135,3,2,0.75,"[POTEJ, CFTR, PARK7]"
C1136,3,2,0.75,"[MARCKS, CFTR, HNRNPM]"
C1137,3,2,0.75,"[P4HB, CFTR, PSMD12]"
C1138,3,2,0.75,"[ITGA3, CFTR, UNC45A]"
C1139,3,2,0.75,"[CTBP2, CFTR, DOCK7]"
C1140,3,2,0.75,"[CCN1, CFTR, DAZAP1]"
C1141,3,2,0.75,"[PAWR, CFTR, ATP5F1B]"
C1142,3,2,0.75,"[CASP14, CFTR, HNRNPA2B1]"
C1143,3,2,0.75,"[MARCH2, CFTR, SAMHD1]"
C1144,3,2,0.75,"[IGF2BP2, CFTR, ANXA3]"
C1145,3,2,0.75,"[SFN, CFTR, DCTN4]"
C1146,3,2,0.75,"[RPL3, CFTR, NSUN2]"
C1147,3,2,0.75,"[PTBP1, CFTR, MIF]"
C1148,3,2,0.75,"[RBM39, CFTR, PSMC1]"
C1149,3,2,0.75,"[NAMPT, CFTR, ARPC5L]"
C1150,3,2,0.75,"[PGAM1, CFTR, TPI1]"
C1151,3,2,0.75,"[CAPZA2, CFTR, MTHFD1]"
C1152,3,2,0.75,"[EEF1G, CFTR, COPA]"
C1153,3,2,0.75,"[ACTN1, CFTR, MCM7]"
C1154,3,2,0.75,"[RPLP0, CFTR, ITCH]"
C1155,3,2,0.75,"[SF3B3, CFTR, MYL12A]"
C1156,3,2,0.75,"[GLO1, CFTR, ARPC1A]"
C1157,3,2,0.75,"[TPM2, CFTR, DBN1]"
C1158,3,2,0.75,"[PCBP2, CFTR, MPRIP]"
C1159,3,2,0.75,"[RPLP1, CFTR, MYO6]"
C1160,3,2,0.75,"[NPEPPS, CFTR, PPP2R2A]"
C1161,3,2,0.75,"[IPO9, CFTR, PSMC4]"
C1162,3,2,0.75,"[NEDD4, CFTR, EEA1]"
C1163,3,2,0.75,"[VTN, CFTR, DCTN1]"
C1164,3,2,0.75,"[ERBIN, CFTR, GRPEL1]"
C1165,3,2,0.75,"[RCN1, CFTR, FASN]"
C1166,3,2,0.75,"[HAX1, CFTR, EXOC4]"
C1167,3,2,0.75,"[SEPT11, CFTR, DPM1]"
C1168,3,2,0.75,"[FLG2, CFTR, IMMT]"
C1169,3,2,0.75,"[ATAD3A, CFTR, DSC1]"
C1170,3,2,0.75,"[STOML2, CFTR, ACSL4]"
C1171,3,2,0.75,"[SFXN3, CFTR, KPRP]"
C1172,3,2,0.75,"[LMNB2, CFTR, CALML3]"
C1173,3,2,0.75,"[ITGB4, CFTR, EPCAM]"
C1174,3,2,0.75,"[COPB2, CFTR, LAMB3]"
C1175,3,2,0.75,"[AP1B1, CFTR, SLC25A3]"
C1176,3,2,0.75,"[DBNL, CFTR, FKBP8]"
C1177,3,2,0.75,"[BAG3, CFTR, PABPC4]"
C1178,3,2,0.75,"[ARL6IP4, CFTR, TARDBP]"
C1179,3,2,0.75,"[PSMD7, CFTR, CAPNS1]"
C1180,3,2,0.75,"[TUBG2, CFTR, CLTCL1]"
C1181,3,2,0.75,"[ARF4, CFTR, IPO7]"
C1182,3,2,0.75,"[EIF3A, CFTR, RDX]"
C1183,3,2,0.75,"[USP9X, CFTR, PSMA3]"
C1184,3,2,0.75,"[ARCN1, CFTR, FHL2]"
C1185,3,2,0.75,"[USP10, CFTR, AMFR]"
C1186,3,2,0.75,"[BCR, CFTR, SVIL]"
C1187,3,2,0.75,"[CSTB, CFTR, GNAI2]"
C1188,3,2,0.75,"[CSE1L, CFTR, HSP90AB1]"
C1189,3,2,0.75,"[DERL1, CFTR, PPP2R1B]"
C1190,3,2,0.75,"[SDHA, CFTR, ACTR1A]"
C1191,3,2,0.75,"[LMO7, CFTR, XPNPEP3]"
C1192,3,2,0.75,"[COPG1, CFTR, FAF2]"
C1193,3,2,0.75,"[TRIM21, CFTR, CAPN2]"
C1194,3,2,0.75,"[RPL32, CFTR, LMNB1]"
C1195,3,2,0.75,"[TMOD3, CFTR, CTPS1]"
C1196,3,2,0.75,"[CLIC1, CFTR, SERPINH1]"
C1197,3,2,0.75,"[RAN, CFTR, SEC61A1]"
C1198,3,2,0.75,"[HACD3, CFTR, PRKDC]"
C1199,3,2,0.75,"[UBR4, CFTR, AIMP1]"
C1200,3,2,0.75,"[LIMA1, CFTR, MARS]"
C1201,3,2,0.75,"[EPRS, CFTR, TAGLN2]"
C1202,3,2,0.75,"[TMEM33, CFTR, HSPA9]"
C1203,3,2,0.75,"[PRDX2, CFTR, RCN2]"
C1204,3,2,0.75,"[VCP, CFTR, DSTN]"
C1205,3,2,0.75,"[PRDX1, CFTR, FLII]"
C1206,3,2,0.75,"[PCMT1, CFTR, KLHDC10]"
C1207,3,2,0.75,"[PDIA4, CFTR, HSPB1]"
C1208,3,2,0.75,"[PDCD6, CFTR, VPS4A]"
C1209,3,2,0.75,"[ATXN2L, CFTR, SQSTM1]"
C1210,3,2,0.75,"[HSPA2, CFTR, ATP2A2]"
C1211,3,2,0.75,"[PDZD3, CFTR, CD59]"
C1212,3,2,0.75,"[STX1A, CFTR, PSMD2]"
C1213,3,2,0.75,"[RNF5, CFTR, ELOC]"
C1214,3,2,0.75,"[ELOB, CFTR, DNAJC5]"
C1215,3,2,0.75,"[DNAJA1, CFTR, CALU]"
C1216,3,2,0.75,"[GOPC, CFTR, LIN7C]"
C1217,3,2,0.75,"[GK, HBB, MKI67]"
C1218,3,2,0.75,"[DMWD, HBB, PNPLA1]"
C1219,3,2,0.75,"[BMP5, HBB, PNKP]"
C1220,3,2,0.75,"[DHRS2, HBB, FAM234B]"
C1221,3,2,0.75,"[PLXNB1, HBB, GRID1]"
C1222,3,2,0.75,"[SEMG2, HBB, MDM4]"
C1223,3,2,0.75,"[SLC2A14, HBB, GSTT1]"
C1224,3,2,0.75,"[MSL2, HBB, TMEM92]"
C1225,3,2,0.75,"[CYTIP, HBB, UPF3A]"
C1226,3,2,0.75,"[DACH1, HBB, NDUFAF5]"
C1227,3,2,0.75,"[AGA, HBB, JOSD2]"
C1228,3,2,0.75,"[PGPEP1, HBB, MGAT4B]"
C1229,3,2,0.75,"[HBZ, HBB, FRMD1]"
C1230,3,2,0.75,"[FOPNL, DYNLL1, RPS2]"
C1231,3,2,0.75,"[CCDC18, DYNLL1, STK25]"
C1232,3,2,0.75,"[WWC1, DYNLL1, CEP131]"
C1233,3,2,0.75,"[MIB1, DYNLL1, RPS21]"
C1234,3,2,0.75,"[SSX2IP, DYNLL1, SFMBT1]"
C1235,3,2,0.75,"[EPB41L3, DYNLL1, SHMT2]"
C1236,3,2,0.75,"[CCDC77, DYNLL1, RPSA]"
C1237,3,2,0.75,"[NF2, DYNLL1, IQCB1]"
C1238,3,2,0.75,"[DYNLT1, DYNLL1, PHLDB2]"
C1239,3,2,0.75,"[PRKACA, DYNLL1, SPTLC1]"
C1240,3,2,0.75,"[BCL2, DYNLL1, CAV1]"
C1241,3,2,0.75,"[KIF21A, DYNLL1, RNF214]"
C1242,3,2,0.75,"[TSNAX, DYNLL1, PPFIBP1]"
C1243,3,2,0.75,"[JUP, DYNLL1, SHANK2]"
C1244,3,2,0.75,"[DZANK1, DYNLL1, STK26]"
C1245,3,2,0.75,"[CEP72, DYNLL1, DDHD1]"
C1246,3,2,0.75,"[N4BP3, DYNLL1, CBX1]"
C1247,3,2,0.75,"[FAU, DYNLL1, DIABLO]"
C1248,3,2,0.75,"[LCA5, DYNLL1, FKBP3]"
C1249,3,2,0.75,"[WDR90, DYNLL1, DCAF7]"
C1250,3,2,0.75,"[S100A4, DYNLL1, RPS5]"
C1251,3,2,0.75,"[RGS2, DYNLL1, CSNK1A1]"
C1252,3,2,0.75,"[AMOTL1, DYNLL1, SMCP]"
